timestamp,altitude_m,v_down_m_s
2025-12-19T17:12:56.018587,9.05,0.85
2025-12-19T17:12:56.071165,9.01,0.86
2025-12-19T17:12:56.122786,8.96,0.85
2025-12-19T17:12:56.173826,8.9,0.86
2025-12-19T17:12:56.225781,8.87,0.86
2025-12-19T17:12:56.276675,8.81,0.86
2025-12-19T17:12:56.327754,8.78,0.86
2025-12-19T17:12:56.379205,8.72,0.87
2025-12-19T17:12:56.430859,8.68,0.87
2025-12-19T17:12:56.482127,8.63,0.87
2025-12-19T17:12:56.533749,8.57,0.87
2025-12-19T17:12:56.586372,8.54,0.88
2025-12-19T17:12:56.637094,8.48,0.88
2025-12-19T17:12:56.688498,8.45,0.88
2025-12-19T17:12:56.739421,8.39,0.89
2025-12-19T17:12:56.791519,8.35,0.89
2025-12-19T17:12:56.842397,8.3,0.89
2025-12-19T17:12:56.893339,8.24,0.89
2025-12-19T17:12:56.944649,8.2,0.9
2025-12-19T17:12:56.995302,8.15,0.9
2025-12-19T17:12:57.046404,8.11,0.9
2025-12-19T17:12:57.097662,8.05,0.9
2025-12-19T17:12:57.149306,8.01,0.91
2025-12-19T17:12:57.200094,7.96,0.91
