time,altitude,v_down
2025-12-20T21:47:05.413987,32.73,7.61
2025-12-20T21:47:05.465550,32.42,7.63
2025-12-20T21:47:05.519085,31.94,7.62
2025-12-20T21:47:05.570765,31.52,7.59
2025-12-20T21:47:05.622771,31.15,7.55
2025-12-20T21:47:05.674075,30.73,7.52
2025-12-20T21:47:05.725049,30.43,7.5
2025-12-20T21:47:05.777818,30.01,7.51
2025-12-20T21:47:05.832318,29.65,7.52
2025-12-20T21:47:05.883457,29.23,7.54
2025-12-20T21:47:05.934911,28.8,7.56
2025-12-20T21:47:05.986087,28.5,7.57
2025-12-20T21:47:06.036963,28.01,7.58
2025-12-20T21:47:06.090585,27.53,7.58
2025-12-20T21:47:06.141994,27.22,7.59
2025-12-20T21:47:06.193263,26.8,7.6
2025-12-20T21:47:06.244932,26.49,7.6
2025-12-20T21:47:06.296336,26.01,7.61
2025-12-20T21:47:06.347495,25.58,7.62
2025-12-20T21:47:06.398714,25.27,7.63
2025-12-20T21:47:06.449914,24.84,7.63
2025-12-20T21:47:06.503059,24.48,7.64
2025-12-20T21:47:06.553934,24.05,7.64
2025-12-20T21:47:06.604766,23.74,7.65
2025-12-20T21:47:06.656404,23.25,7.66
2025-12-20T21:47:06.708034,23.0,7.66
2025-12-20T21:47:06.759853,22.51,7.67
2025-12-20T21:47:06.811392,22.07,7.68
2025-12-20T21:47:06.862986,21.77,7.68
2025-12-20T21:47:06.914142,21.27,7.68
2025-12-20T21:47:06.965026,20.96,7.69
2025-12-20T21:47:07.016579,20.47,7.7
2025-12-20T21:47:07.068133,20.22,7.7
2025-12-20T21:47:07.119312,19.72,7.71
2025-12-20T21:47:07.170510,19.29,7.71
2025-12-20T21:47:07.222755,18.98,7.72
2025-12-20T21:47:07.273920,18.48,7.72
2025-12-20T21:47:07.325457,18.17,7.73
2025-12-20T21:47:07.377100,17.73,7.74
2025-12-20T21:47:07.428739,17.42,7.74
2025-12-20T21:47:07.480320,16.92,7.75
2025-12-20T21:47:07.532414,16.61,7.76
2025-12-20T21:47:07.583727,16.17,7.77
2025-12-20T21:47:07.634486,15.67,7.78
2025-12-20T21:47:07.686192,15.36,7.79
2025-12-20T21:47:07.737789,14.92,7.8
2025-12-20T21:47:07.788681,14.6,7.8
2025-12-20T21:47:07.839858,14.1,7.81
2025-12-20T21:47:07.891155,13.59,7.82
2025-12-20T21:47:07.942697,13.34,7.82
2025-12-20T21:47:07.993668,12.83,7.82
2025-12-20T21:47:08.044796,12.52,7.82
2025-12-20T21:47:08.096229,12.01,7.8
2025-12-20T21:47:08.147944,11.76,7.8
2025-12-20T21:47:08.200136,11.26,7.8
2025-12-20T21:47:08.251841,10.76,7.8
2025-12-20T21:47:08.303502,10.5,7.8
2025-12-20T21:47:08.354967,10.0,7.81
2025-12-20T21:47:08.407490,9.68,7.81
2025-12-20T21:47:08.458388,9.24,7.81
2025-12-20T21:47:08.509792,8.74,7.81
2025-12-20T21:47:08.561764,8.42,7.82
2025-12-20T21:47:08.612704,7.98,7.82
2025-12-20T21:47:08.663531,7.67,7.82
2025-12-20T21:47:08.714431,7.16,7.83
2025-12-20T21:47:08.766510,6.85,7.83
2025-12-20T21:47:08.818140,6.41,7.83
2025-12-20T21:47:08.869270,5.9,7.83
2025-12-20T21:47:08.921077,5.58,7.83
2025-12-20T21:47:08.972268,5.08,7.84
2025-12-20T21:47:09.023067,4.83,7.84
2025-12-20T21:47:09.074308,4.32,7.84
2025-12-20T21:47:09.126701,4.0,7.84
2025-12-20T21:47:09.178039,3.5,7.84
