time,altitude_m,v_down_m_s
2025-12-20T21:24:11.411031,12.25,1.61
2025-12-20T21:24:11.462390,12.18,1.59
2025-12-20T21:24:11.513690,12.07,1.55
2025-12-20T21:24:11.565433,12.01,1.52
2025-12-20T21:24:11.618348,11.92,1.49
2025-12-20T21:24:11.669281,11.82,1.45
2025-12-20T21:24:11.720358,11.75,1.42
2025-12-20T21:24:11.771268,11.67,1.39
2025-12-20T21:24:11.822141,11.6,1.36
2025-12-20T21:24:11.873539,11.52,1.33
2025-12-20T21:24:11.924537,11.46,1.3
2025-12-20T21:24:11.975536,11.38,1.27
2025-12-20T21:24:12.027207,11.32,1.25
2025-12-20T21:24:12.078088,11.25,1.22
2025-12-20T21:24:12.129064,11.17,1.18
2025-12-20T21:24:12.180153,11.12,1.16
2025-12-20T21:24:12.230974,11.04,1.13
2025-12-20T21:24:12.282116,10.99,1.11
2025-12-20T21:24:12.333246,10.93,1.09
2025-12-20T21:24:12.384277,10.88,1.07
2025-12-20T21:24:12.435225,10.81,1.04
2025-12-20T21:24:12.487582,10.77,1.02
2025-12-20T21:24:12.539223,10.71,1.0
2025-12-20T21:24:12.590269,10.64,0.97
2025-12-20T21:24:12.642366,10.6,0.96
2025-12-20T21:24:12.693322,10.54,0.94
2025-12-20T21:24:12.744130,10.5,0.92
2025-12-20T21:24:12.795271,10.44,0.9
2025-12-20T21:24:12.847746,10.4,0.88
2025-12-20T21:24:12.899621,10.34,0.87
2025-12-20T21:24:12.951223,10.29,0.86
2025-12-20T21:24:13.003827,10.25,0.85
2025-12-20T21:24:13.054891,10.2,0.85
2025-12-20T21:24:13.106735,10.16,0.85
2025-12-20T21:24:13.159259,10.11,0.85
2025-12-20T21:24:13.211077,10.05,0.85
2025-12-20T21:24:13.262532,10.02,0.86
2025-12-20T21:24:13.313912,9.96,0.86
2025-12-20T21:24:13.364794,9.92,0.86
2025-12-20T21:24:13.416248,9.86,0.86
2025-12-20T21:24:13.468031,9.82,0.86
2025-12-20T21:24:13.520385,9.77,0.87
2025-12-20T21:24:13.571833,9.72,0.87
2025-12-20T21:24:13.623724,9.69,0.87
2025-12-20T21:24:13.675023,9.63,0.87
2025-12-20T21:24:13.726349,9.59,0.87
2025-12-20T21:24:13.777649,9.53,0.87
2025-12-20T21:24:13.828868,9.5,0.87
2025-12-20T21:24:13.880469,9.45,0.88
2025-12-20T21:24:13.931924,9.4,0.88
2025-12-20T21:24:13.983027,9.36,0.88
2025-12-20T21:24:14.034228,9.3,0.88
2025-12-20T21:24:14.086077,9.27,0.89
2025-12-20T21:24:14.137062,9.22,0.89
2025-12-20T21:24:14.188336,9.18,0.9
2025-12-20T21:24:14.239659,9.12,0.9
2025-12-20T21:24:14.290922,9.07,0.9
2025-12-20T21:24:14.343075,9.03,0.91
2025-12-20T21:24:14.393828,8.98,0.91
2025-12-20T21:24:14.444904,8.94,0.91
2025-12-20T21:24:14.495664,8.88,0.91
2025-12-20T21:24:14.546400,8.86,0.91
2025-12-20T21:24:14.597896,8.8,0.91
2025-12-20T21:24:14.649563,8.76,0.92
2025-12-20T21:24:14.701844,8.7,0.92
2025-12-20T21:24:14.753220,8.65,0.92
2025-12-20T21:24:14.805995,8.62,0.92
2025-12-20T21:24:14.857394,8.56,0.93
2025-12-20T21:24:14.908206,8.53,0.93
2025-12-20T21:24:14.959679,8.47,0.93
2025-12-20T21:24:15.010579,8.42,0.94
2025-12-20T21:24:15.061670,8.38,0.94
2025-12-20T21:24:15.112872,8.32,0.94
2025-12-20T21:24:15.164072,8.28,0.94
2025-12-20T21:24:15.215441,8.23,0.94
2025-12-20T21:24:15.266116,8.2,0.94
2025-12-20T21:24:15.317191,8.14,0.95
2025-12-20T21:24:15.369130,8.1,0.95
2025-12-20T21:24:15.420750,8.05,0.95
2025-12-20T21:24:15.472253,7.99,0.95
